,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
338,5350125.0,CT,Toronto,1.12047,4442,1618,1543,330,4520,4520,730,4520,2230,3580,3580,2305,50,50,64.1,1545,3965.7,4440,1260,1135,1135,380,280,1545,3540,3535,3535,2595,1545,20,10,10,40,40,30,35,45,53152,4445,225,235,5.3
339,5350126.0,CT,Toronto,1.44927,4248,1746,1693,575,4350,4345,985,4345,2380,3355,3355,2220,60,60,64.7,1690,2931.3,4245,1185,1025,1025,660,515,1690,3340,3340,3340,2640,1695,15,15,25,75,80,70,75,70,46336,4250,290,260,6.1
340,5350127.0,CT,Toronto,0.74046,5450,2325,2236,840,5350,5350,1330,5350,3070,4345,4345,2975,65,65,67.6,2235,7358.9,5450,1505,1295,1295,900,745,2235,4360,4360,4360,3415,2235,35,20,45,125,130,120,95,80,43699,5450,375,335,6.1
341,5350128.02,CT,Toronto,0.51869,8705,5052,4766,2890,8355,8355,3050,8355,5675,7550,7550,5300,70,70,73.6,4765,16779.1,8315,2070,1780,1780,3080,2705,4765,7520,7520,7520,5710,4765,195,95,135,385,365,295,280,260,52553,8310,1360,1185,14.3
342,5350128.04,CT,Toronto,0.16199000000000002,4698,2994,2927,2015,4585,4585,1690,4585,3050,4195,4200,2860,30,30,72.0,2925,29000.0,4605,1050,850,850,2080,1880,2925,4235,4235,4235,3165,2925,75,55,95,225,200,200,190,195,49975,4605,855,740,16.1
343,5350128.05,CT,Toronto,0.18162999999999999,945,366,304,145,670,670,170,670,435,580,575,430,20,20,54.5,305,5203.7,710,205,175,180,145,105,305,605,610,605,495,305,10,0,5,20,20,15,20,5,41344,710,75,75,10.6
344,5350128.06,CT,Toronto,0.08584,4199,2601,2523,1740,4215,4215,1855,4215,3055,3860,3860,2745,45,45,81.7,2525,48882.4,4195,935,795,800,1880,1590,2520,3820,3820,3820,2950,2520,150,75,135,230,195,200,160,120,40602,4195,1020,920,21.9
345,5350129.0,CT,Toronto,0.9274100000000001,5770,2787,2622,1235,5725,5725,1370,5725,3385,4775,4775,3310,75,75,70.5,2625,6221.7,5760,1560,1340,1340,1315,1080,2625,4840,4840,4845,3745,2620,75,35,60,155,145,145,130,130,45312,5760,575,530,9.2
346,5350130.0,CT,Toronto,1.27901,3543,1365,1279,390,3375,3375,730,3375,1790,2860,2860,1810,35,35,70.1,1275,2769.5,3440,965,855,855,445,330,1280,2905,2910,2905,2135,1280,20,10,20,65,45,35,35,40,45653,3440,250,230,6.7
347,5350131.0,CT,Toronto,1.04439,5310,2505,2360,1140,5365,5360,1360,5360,2965,4640,4635,2880,85,85,65.5,2360,5083.3,5305,1410,1265,1260,1200,965,2360,4555,4560,4560,3430,2360,65,25,45,125,120,105,95,95,44629,5305,560,555,10.5
348,5350132.0,CT,Toronto,0.92464,5467,2155,2038,805,5330,5335,1805,5330,2890,4350,4350,2970,45,45,67.6,2040,5912.8,5455,1460,1245,1250,890,590,2035,4425,4425,4425,3415,2040,25,30,35,130,120,100,100,80,31808,5450,610,555,10.2
349,5350133.0,CT,Toronto,0.66745,7339,3629,3408,1785,7340,7340,3170,7335,4215,6260,6265,3990,50,50,67.1,3410,10998.1,7220,1835,1470,1475,1965,1605,3405,6190,6185,6190,4540,3405,95,65,120,260,225,210,180,165,32640,7215,1350,1125,15.6
350,5350134.0,CT,Toronto,0.41703999999999997,2959,1076,1033,245,2870,2865,525,2865,1630,2280,2280,1580,45,45,64.8,1035,7092.5,2895,830,745,745,290,215,1035,2215,2215,2215,1750,1035,15,5,10,50,35,30,30,25,45440,2895,150,125,4.3
351,5350135.0,CT,Toronto,0.71622,6047,3316,3054,1635,6080,6080,1810,6080,3795,5225,5225,3505,70,70,71.9,3055,8442.0,6045,1505,1300,1300,1805,1565,3055,5155,5155,5155,3940,3050,130,70,85,215,230,180,145,115,41677,6045,845,785,13.0
352,5350136.01,CT,Toronto,0.19196,6128,4023,3779,2530,6135,6135,2385,6135,4470,5685,5680,4010,50,50,81.9,3775,31916.7,6120,1390,1115,1115,2760,2400,3780,5695,5695,5695,4425,3780,175,120,165,355,330,280,225,185,41165,6120,1365,1240,20.3
353,5350136.02,CT,Toronto,0.21013,4983,3459,3198,2295,4965,4965,2150,4965,3450,4685,4685,3105,35,35,78.8,3200,23706.0,4980,1095,890,895,2355,2105,3200,4675,4675,4675,3425,3200,160,110,155,255,210,195,210,145,39104,4980,1350,1220,24.5
354,5350137.0,CT,Toronto,0.9142100000000001,7077,3644,3509,1935,7060,7060,2205,7055,4195,6080,6080,3855,90,90,69.4,3510,7740.3,7060,1805,1555,1560,2015,1725,3510,6080,6080,6080,4510,3510,105,60,100,245,215,180,145,140,39915,7060,1065,945,13.4
355,5350138.0,CT,Toronto,0.96546,3103,1250,1181,390,3050,3050,605,3050,1510,2575,2575,1430,15,15,65.8,1180,3214.2,3105,845,750,750,405,340,1180,2590,2590,2590,1815,1180,15,30,40,35,35,40,30,30,42752,3105,285,265,8.5
356,5350139.01,CT,Toronto,0.7736,4167,1904,1824,740,4220,4220,1190,4225,2375,3460,3465,2275,30,30,67.6,1825,5385.8,4165,1115,970,970,795,720,1825,3450,3450,3450,2585,1820,45,30,45,105,85,85,90,70,51182,4170,405,365,8.8
357,5350139.02,CT,Toronto,0.50952,2542,961,920,280,2670,2670,495,2670,1365,2120,2120,1325,20,20,65.6,920,4989.2,2545,685,600,600,295,235,920,2030,2030,2030,1475,920,15,15,5,30,40,30,25,30,49152,2540,155,165,6.5
358,5350140.0,CT,Toronto,0.57204,2408,826,791,160,2305,2305,360,2305,1170,1835,1830,1140,25,25,68.8,790,4209.8,2405,685,620,625,170,110,790,1985,1985,1985,1515,790,10,0,5,20,20,20,15,20,38016,2410,105,110,4.6
359,5350141.01,CT,Toronto,0.5504100000000001,4320,1685,1620,445,4305,4305,1065,4305,2345,3370,3375,2295,30,30,64.5,1620,7854.5,4320,1230,1075,1070,530,410,1620,3350,3350,3350,2565,1620,20,15,25,75,70,65,60,60,49280,4320,270,245,5.7
360,5350141.02,CT,Toronto,0.6875899999999999,4477,1624,1561,325,4575,4570,950,4575,2285,3495,3495,2260,35,35,64.3,1560,6512.0,4475,1265,1115,1110,370,300,1560,3425,3420,3425,2565,1560,25,10,25,55,35,60,65,60,45312,4475,235,205,4.6
361,5350142.0,CT,Toronto,1.0439200000000002,5810,2313,2237,770,5685,5680,1325,5680,3050,4410,4405,2890,20,20,64.1,2235,5565.7,5765,1560,1375,1375,805,685,2235,4505,4505,4505,3410,2235,35,30,40,65,85,80,90,90,44128,5760,475,440,7.6
362,5350150.0,CT,Toronto,1.10899,4201,1640,1586,565,4235,4235,925,4235,2415,3415,3415,2300,65,65,66.2,1585,3939.4,4195,1190,1055,1060,555,415,1585,3360,3355,3355,2560,1585,30,10,30,60,45,60,60,60,39552,4195,285,290,6.9
363,5350151.0,CT,Toronto,0.65559,3784,1577,1535,470,3750,3745,1475,3750,1940,2870,2870,1585,60,60,65.7,1535,5979.8,3785,1050,670,670,645,505,1535,2920,2920,2925,1890,1535,30,55,90,110,80,70,55,50,20928,3785,1190,915,24.2
364,5350152.0,CT,Toronto,0.8546299999999999,4545,1846,1764,540,4435,4435,1165,4430,2590,3550,3550,2455,135,135,67.5,1765,5317.7,4545,1335,1120,1120,620,455,1765,3650,3645,3650,2815,1765,20,10,25,80,95,115,100,80,40000,4545,335,265,5.8
365,5350153.0,CT,Toronto,0.92761,4462,1783,1685,605,4375,4380,2040,4380,2630,3760,3760,2230,55,55,72.3,1685,4811.3,4465,1265,965,965,790,500,1685,3830,3830,3830,2680,1685,15,40,50,115,120,110,125,95,25632,4460,690,600,13.5
366,5350154.0,CT,Toronto,2.15888,6157,2899,2818,1380,6235,6235,2815,6235,3460,5465,5465,2985,10,10,65.3,2820,2936.0,6150,1685,1250,1250,1550,1205,2815,5400,5400,5400,3550,2815,45,35,50,270,240,205,155,165,39056,6150,965,780,12.7
367,5350155.0,CT,Toronto,0.81296,3128,1316,1206,505,3030,3030,1400,3030,1725,2415,2410,1215,0,0,70.2,1210,3848.4,3125,805,545,540,595,455,1205,2525,2525,2525,1565,1205,30,100,115,65,70,70,45,50,16427,3125,915,825,26.4
368,5350156.01,CT,Toronto,0.60545,5688,2365,2273,970,5765,5760,3320,5760,2905,4715,4715,2345,20,20,65.4,2275,9395.4,5685,1495,945,945,1155,860,2275,4615,4610,4610,2725,2270,35,90,130,180,145,105,90,95,18534,5685,2010,1540,27.1
369,5350156.02,CT,Toronto,0.59201,2811,1124,1073,420,2830,2830,1455,2830,1620,2380,2380,1405,0,0,68.7,1070,4747.5,2815,765,580,575,525,350,1075,2370,2375,2370,1615,1070,15,15,25,75,70,70,60,55,25813,2815,480,360,12.8
370,5350157.0,CT,Toronto,0.48528000000000004,2635,1107,1016,330,2655,2655,1410,2660,1585,2195,2190,1340,15,15,71.7,1015,5689.9,2630,735,500,505,460,310,1015,2145,2145,2145,1525,1020,20,15,45,110,75,65,60,60,26496,2635,635,555,21.1
371,5350158.0,CT,Toronto,0.63989,2848,1346,1250,695,2960,2955,1660,2955,1545,2560,2560,1225,15,15,66.5,1250,4451.4,2830,710,515,515,790,580,1250,2465,2465,2465,1435,1250,25,25,45,90,80,80,65,50,20272,2830,745,610,21.6
372,5350159.01,CT,Toronto,0.49246999999999996,3487,1386,1223,385,3395,3390,1915,3390,1970,2885,2885,1625,10,10,71.3,1220,7081.6,3490,990,775,775,540,310,1225,2975,2975,2980,1990,1225,20,30,40,105,95,80,60,70,24576,3490,630,500,14.3
373,5350159.02,CT,Toronto,0.5753199999999999,4723,1843,1709,520,4690,4695,2615,4690,2720,3980,3980,2315,25,25,69.5,1710,8209.6,4720,1345,1045,1050,735,465,1710,3990,3990,3990,2695,1710,25,25,40,135,115,115,100,105,27349,4720,640,530,11.2
374,5350160.0,CT,Toronto,0.73445,3116,1246,1143,475,2975,2975,1560,2975,1760,2495,2495,1545,15,15,72.1,1145,4241.2,3070,875,720,720,485,310,1145,2590,2590,2590,1815,1145,15,15,30,80,75,75,65,80,26560,3070,415,350,11.4
375,5350161.0,CT,Toronto,0.81126,6839,2689,2537,910,6935,6935,3725,6935,4165,5925,5925,3605,55,55,71.6,2535,8432.8,6835,1940,1500,1500,1210,715,2535,5830,5825,5830,4100,2540,40,50,70,215,180,175,145,155,25984,6840,990,845,12.4
376,5350162.0,CT,Toronto,0.57575,5119,2059,1952,840,4845,4850,2570,4845,2680,4110,4115,2510,50,50,65.8,1950,8890.2,4950,1365,1010,1010,1015,660,1950,4205,4205,4205,2830,1950,30,40,50,145,130,150,110,110,24056,4950,870,715,14.4
377,5350163.0,CT,Toronto,0.45421999999999996,4358,1882,1762,880,4435,4435,1910,4435,2675,3800,3800,2380,125,125,69.5,1760,9590.7,4335,1175,920,920,990,625,1760,3705,3705,3705,2585,1765,35,35,50,115,125,110,95,70,24512,4335,705,625,14.4
378,5350164.0,CT,Toronto,0.6282300000000001,6258,2629,2515,995,6085,6085,2600,6085,3690,5150,5150,3250,195,195,69.1,2515,9966.6,6210,1750,1340,1335,1270,835,2515,5235,5235,5235,3780,2515,45,45,50,185,175,130,110,115,25579,6210,1000,890,14.3
379,5350165.0,CT,Toronto,0.48493,4370,2031,1943,1030,4290,4290,1310,4295,2570,3605,3600,2500,135,135,70.4,1945,9012.2,4360,1130,925,920,1100,830,1940,3650,3650,3650,2830,1945,40,40,50,135,105,100,85,65,29376,4360,630,575,13.2
380,5350166.0,CT,Toronto,0.78603,4180,1691,1625,640,4185,4185,1085,4185,2315,3375,3380,2215,35,35,65.8,1625,5317.4,4130,1070,950,950,765,570,1625,3325,3325,3325,2605,1625,30,25,50,95,85,70,50,40,27840,4130,475,445,10.8
381,5350167.01,CT,Toronto,0.13410999999999998,1879,1483,1312,885,1855,1860,670,1860,1055,1790,1790,1075,30,30,61.2,1315,14001.5,1870,425,375,375,930,885,1315,1800,1795,1795,1230,1310,40,30,45,125,90,80,80,55,43104,1870,330,260,13.9
382,5350167.02,CT,Toronto,0.60145,5815,3143,2998,1825,5745,5745,2270,5750,3760,5090,5090,3550,110,110,76.3,3000,9667.5,5735,1405,1110,1115,2045,1620,2995,5090,5090,5090,3970,2995,95,65,140,280,240,190,140,135,29690,5730,1130,1045,18.2
383,5350168.0,CT,Toronto,0.56552,5475,2665,2458,1305,5595,5595,2880,5600,3005,4775,4775,2780,60,60,66.9,2455,9678.3,5470,1405,1000,1000,1505,1110,2460,4695,4690,4690,3075,2455,45,60,105,170,150,130,115,90,20621,5470,1330,1180,21.6
384,5350169.01,CT,Toronto,0.3781,3472,1457,1334,645,3510,3510,2110,3515,2110,3015,3015,1875,10,10,73.1,1335,9182.8,3435,935,710,710,790,460,1335,2995,2995,2995,2130,1335,30,20,30,120,80,110,80,65,26944,3430,565,510,14.9
385,5350169.02,CT,Toronto,0.43778,7464,3318,3202,1495,7310,7310,4450,7310,4585,6410,6410,4070,40,40,72.6,3200,17041.1,7455,2025,1530,1530,1710,1270,3200,6460,6460,6460,4675,3200,65,100,140,250,255,235,200,170,26816,7455,1385,1190,16.0
386,5350170.0,CT,Toronto,1.01423,3321,1305,1201,425,3385,3385,2000,3385,1910,2930,2935,1680,10,10,70.9,1205,3274.8,3325,945,745,740,600,320,1200,2905,2905,2905,1975,1200,10,15,20,100,95,70,90,80,25062,3320,460,405,12.2
387,5350171.0,CT,Toronto,0.6081,4055,1613,1522,575,3800,3795,2095,3800,2035,3130,3125,1565,10,10,65.8,1525,6668.3,3850,1075,640,640,715,505,1525,3160,3165,3160,1915,1520,20,35,115,105,115,85,55,60,21760,3850,1140,880,22.9
388,5350172.0,CT,Toronto,1.21015,2522,1183,1128,545,2575,2570,1335,2570,1530,2125,2130,1200,10,10,72.1,1125,2083.8,2520,670,410,410,635,480,1125,2090,2090,2090,1455,1130,30,25,45,100,85,75,55,45,28192,2520,645,515,20.4
389,5350173.0,CT,Toronto,0.60145,3694,1528,1438,630,3785,3785,1965,3785,2070,3025,3025,1585,0,0,70.2,1440,6141.3,3690,975,560,560,820,520,1440,2960,2960,2965,1925,1440,40,65,100,90,100,80,90,70,19392,3690,1110,980,26.6
390,5350174.0,CT,Toronto,1.06328,7264,2751,2723,1110,6815,6815,4055,6815,3940,5645,5645,3230,10,10,69.1,2725,6928.0,6940,1920,1225,1220,1255,885,2720,5760,5755,5760,3940,2720,50,45,110,290,250,170,170,145,29136,6935,1610,1270,18.3
391,5350175.01,CT,Toronto,0.8012600000000001,6036,2551,2406,1110,6025,6020,3175,6025,3440,4940,4940,2620,0,0,68.7,2405,7676.5,5810,1490,900,900,1415,995,2405,4780,4780,4785,3070,2405,50,100,185,200,165,150,100,90,18792,5805,1835,1570,27.0
392,5350175.02,CT,Toronto,0.74248,7679,3813,3585,1975,7635,7635,4160,7635,4370,6235,6235,3290,10,10,68.9,3585,10824.6,7635,1850,1090,1090,2295,1785,3585,6235,6235,6235,3910,3585,85,145,245,300,240,175,130,120,20976,7635,2770,2335,30.6
393,5350176.0,CT,Toronto,1.00471,4277,1697,1609,585,4030,4030,1340,4030,2375,3430,3430,2195,20,20,70.3,1605,4257.4,4245,1210,930,930,695,450,1610,3590,3585,3590,2605,1610,15,20,35,115,105,100,80,85,32576,4245,635,530,12.5
394,5350180.0,CT,Toronto,0.6138,6556,2875,2765,1285,6365,6365,2650,6365,4005,5280,5280,3210,35,35,72.5,2765,10679.3,6365,1695,1205,1205,1555,1125,2765,5285,5280,5285,3635,2765,65,110,180,255,205,165,140,120,24000,6365,1870,1545,24.3
395,5350181.01,CT,Toronto,0.57055,4313,1940,1858,815,4305,4300,1145,4305,2830,3680,3680,2485,105,105,73.0,1860,7560.0,4305,1230,1035,1035,885,650,1860,3670,3675,3670,2805,1855,30,25,35,145,110,105,110,115,40619,4310,425,430,10.0
396,5350181.02,CT,Toronto,0.60182,3552,1664,1591,740,3545,3545,1055,3550,2105,3010,3005,1900,70,70,69.4,1595,5901.3,3540,965,735,735,880,660,1590,3015,3015,3010,2100,1590,25,40,70,100,95,95,75,80,21760,3540,765,630,17.8
397,5350182.0,CT,Toronto,0.7605,5531,2297,2186,710,5345,5345,1615,5345,3225,4400,4405,2860,110,110,68.2,2185,7272.8,5455,1570,1330,1330,870,655,2185,4455,4455,4455,3370,2185,25,25,35,130,130,135,120,130,42027,5460,505,420,7.7
398,5350183.01,CT,Toronto,0.52409,2603,1048,1007,355,2650,2650,885,2650,1465,2230,2230,1355,65,65,67.0,1005,4966.6,2595,745,635,630,420,290,1005,2160,2165,2165,1555,1010,5,15,15,80,55,50,55,65,41568,2595,290,215,8.3
399,5350183.02,CT,Toronto,0.42813,3938,1584,1522,495,4050,4050,1035,4050,2400,3245,3245,2115,130,130,68.3,1520,9196.6,3935,1135,970,970,580,425,1520,3195,3190,3195,2380,1520,15,20,25,70,80,70,70,80,39168,3935,380,335,8.5
400,5350184.01,CT,Toronto,0.47406000000000004,5108,2346,2307,1050,5030,5035,2035,5030,2895,4180,4175,2435,95,95,64.5,2310,10767.3,5090,1400,1085,1085,1190,945,2305,4250,4245,4245,2805,2305,50,45,90,165,120,90,85,100,24512,5090,1155,940,18.5
401,5350184.02,CT,Toronto,0.56201,3768,1694,1642,775,3690,3685,1390,3685,2275,3180,3185,1905,50,50,71.0,1640,6757.5,3760,1045,800,800,840,625,1645,3210,3215,3215,2265,1645,40,30,50,110,115,110,85,75,31770,3760,670,580,15.4
402,5350185.01,CT,Toronto,0.49918999999999997,6810,3507,3394,1855,6845,6850,2945,6845,4310,5925,5925,3595,205,205,72.2,3395,13647.3,6805,1765,1360,1360,2020,1660,3395,5900,5900,5900,4155,3395,95,65,130,345,235,190,160,125,30208,6805,1680,1380,20.3
403,5350185.02,CT,Toronto,1.2288700000000001,4689,2305,2269,1260,4480,4480,1850,4480,2760,3950,3950,2440,90,90,69.2,2270,3921.6,4520,1180,940,945,1335,1105,2270,3980,3975,3980,2815,2265,50,45,70,195,165,130,120,100,36403,4525,880,720,15.9
404,5350186.0,CT,Toronto,1.9107599999999998,2416,949,913,305,2390,2390,530,2390,1220,1935,1935,1165,30,30,63.6,915,1297.7,2420,660,575,575,325,255,910,1915,1915,1920,1385,910,25,10,10,40,40,40,45,25,48000,2415,200,145,6.0
405,5350187.0,CT,Toronto,1.21045,3448,1424,1351,455,3525,3525,1025,3525,2025,2910,2910,1900,55,55,66.3,1350,2878.1,3445,980,820,820,545,395,1350,2850,2850,2850,2080,1350,25,25,25,95,85,70,75,55,36416,3450,355,270,7.8
406,5350188.0,CT,Toronto,0.55199,2017,842,797,300,2005,2000,610,2000,1070,1645,1645,1060,40,40,63.5,795,3655.3,2010,550,465,465,375,270,795,1680,1680,1680,1190,795,10,5,10,40,55,35,45,40,31552,2005,220,210,10.5
407,5350189.0,CT,Toronto,1.2395100000000001,5462,2226,2180,960,5370,5375,1970,5370,2925,4535,4535,2430,25,25,66.5,2180,4406.3,5290,1470,1050,1050,1100,755,2180,4445,4440,4440,2910,2180,50,40,60,190,175,145,125,120,29717,5290,1150,1000,18.9
408,5350190.01,CT,Toronto,0.40226999999999996,9127,3577,3507,1525,9120,9120,6060,9120,5315,7250,7250,3820,20,20,68.7,3505,22681.4,9120,2365,1960,1960,1800,1225,3505,7250,7250,7250,4535,3505,120,70,150,365,290,245,170,120,25216,9120,3230,2685,29.4
409,5350190.02,CT,Toronto,0.5813,4765,2102,2026,925,4705,4705,1980,4705,2690,3835,3835,2060,20,20,70.3,2025,8197.1,4765,1275,880,875,1080,790,2030,3920,3920,3920,2480,2025,55,55,105,160,125,105,100,75,23125,4765,1485,1320,27.7
410,5350191.0,CT,Toronto,0.8230299999999999,4229,1853,1779,780,4280,4280,1430,4275,2630,3675,3670,2270,40,40,70.8,1775,5137.3,4230,1190,935,935,845,630,1780,3570,3570,3570,2595,1780,40,35,55,145,120,90,95,85,33301,4230,635,555,13.1
411,5350192.0,CT,Toronto,0.92037,905,462,440,270,915,915,390,915,495,770,770,395,0,0,65.2,440,986.8,905,210,165,165,295,240,440,790,790,790,485,440,10,5,15,35,20,15,20,10,23360,900,225,210,23.3
412,5350193.0,CT,Toronto,1.41592,3314,1070,1043,245,3230,3230,1120,3230,1680,2580,2580,1460,10,10,69.2,1045,2396.2,3315,865,735,735,385,220,1045,2675,2675,2675,1805,1045,35,15,30,65,45,55,45,55,25440,3315,665,600,18.1
413,5350194.01,CT,Toronto,0.2315,5498,1482,1463,415,5725,5725,3900,5720,2715,3765,3765,1600,25,25,59.8,1460,24922.9,5500,1270,1120,1115,465,265,1465,3565,3570,3565,1805,1465,60,25,65,155,125,65,60,45,19456,5495,3145,2580,47.0
414,5350194.02,CT,Toronto,0.34635,6240,1934,1923,615,5760,5760,3585,5760,2920,4180,4185,1915,10,10,60.7,1925,18013.9,5990,1425,1225,1225,805,565,1925,4380,4380,4380,2390,1925,80,45,65,210,140,105,115,75,34432,5990,2830,2240,37.4
415,5350194.03,CT,Toronto,0.25016,2933,1238,1229,610,2805,2805,1970,2805,1400,2250,2250,1130,0,0,61.2,1230,11722.6,2930,720,500,495,690,535,1230,2325,2325,2325,1360,1230,25,30,60,115,75,90,45,35,19648,2930,1230,935,31.9
416,5350194.04,CT,Toronto,2.29209,6437,2571,2508,920,6550,6550,3820,6555,3610,5050,5050,2765,20,20,66.5,2505,2813.5,6425,1650,1345,1345,1155,925,2510,4980,4975,4980,3105,2510,85,60,65,250,220,165,140,115,39040,6425,2285,1835,28.6
417,5350195.01,CT,Toronto,0.9462,4483,1656,1604,475,4455,4455,960,4455,2405,3510,3510,2340,60,60,66.4,1605,4737.4,4350,1180,1020,1025,530,430,1600,3430,3425,3425,2630,1600,25,10,20,75,60,60,55,55,36096,4350,320,280,6.4
418,5350195.02,CT,Toronto,0.37813,2317,920,894,300,2380,2380,525,2380,1240,1860,1860,1215,45,45,64.6,890,6124.8,2320,635,535,535,300,265,890,1810,1815,1810,1390,895,15,10,10,40,45,45,40,35,51456,2315,135,95,4.1
419,5350196.01,CT,Toronto,0.3774,1977,811,775,235,1870,1865,410,1870,965,1555,1555,935,25,25,66.1,775,5237.1,1975,540,480,475,280,235,775,1640,1640,1635,1185,775,10,5,5,45,40,30,35,30,49792,1970,105,100,5.1
420,5350196.02,CT,Toronto,1.10548,5635,2376,2250,750,5550,5545,945,5550,2945,4505,4505,2840,75,75,65.2,2250,5097.7,5585,1535,1345,1345,820,720,2250,4565,4565,4565,3400,2250,45,30,35,110,80,90,95,85,47424,5585,380,355,6.4
421,5350200.01,CT,Toronto,0.6408,5614,3143,3055,1720,5570,5565,2790,5570,3440,5025,5025,2870,70,70,70.7,3055,10524.9,5590,1470,1070,1065,1885,1605,3055,5000,5000,5000,3380,3055,95,80,150,255,215,190,175,120,33984,5595,1540,1310,23.4
422,5350200.02,CT,Toronto,0.14209000000000002,981,680,649,480,1035,1035,365,1035,720,975,975,685,15,15,78.6,650,6903.6,980,195,155,155,500,455,650,910,910,910,715,650,30,15,45,55,45,40,25,20,33408,975,225,195,20.0
423,5350201.0,CT,Toronto,0.75952,5371,2989,2776,1565,5435,5435,2200,5435,3345,4755,4755,3000,50,50,72.3,2775,7138.5,5325,1410,1160,1165,1650,1400,2775,4700,4705,4700,3415,2775,100,65,125,170,140,145,160,110,26784,5320,1170,1025,19.3
424,5350202.0,CT,Toronto,0.33589,1647,653,631,240,1655,1655,455,1660,1015,1345,1340,935,25,25,69.0,630,4903.2,1645,465,390,390,250,175,635,1340,1340,1340,1030,630,5,5,10,35,30,25,45,35,39232,1645,140,115,7.0
425,5350203.0,CT,Toronto,0.58927,3160,1507,1431,690,2935,2935,955,2935,1940,2565,2565,1710,25,25,72.6,1430,5364.1,3115,855,675,680,780,600,1435,2685,2685,2685,2080,1430,25,25,50,95,90,105,100,80,36334,3115,410,380,12.2
426,5350204.0,CT,Toronto,0.74088,4537,2310,2210,1085,4615,4610,1205,4615,2710,3820,3815,2510,105,105,69.3,2210,6122.8,4535,1175,945,945,1265,1050,2210,3860,3865,3865,2840,2210,50,45,95,165,135,110,85,75,28736,4540,805,730,16.1
427,5350205.0,CT,Toronto,0.7337199999999999,149,0,0,x,x,x,x,x,x,x,x,x,x,x,x,F,204.8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
428,5350206.01,CT,Toronto,1.13878,4217,2151,2041,1095,4145,4140,1510,4140,2565,3595,3590,2350,45,45,70.9,2045,3783.8,4210,1155,885,885,1135,910,2040,3670,3670,3665,2730,2040,30,35,65,165,160,155,125,110,36096,4210,640,535,12.7
429,5350206.02,CT,Toronto,1.08513,5867,2994,2774,1490,5920,5925,1935,5925,3640,5135,5135,3375,65,65,74.2,2775,5406.9,5855,1540,1215,1215,1655,1275,2775,5055,5055,5055,3775,2775,90,60,110,235,200,155,170,120,29845,5855,1135,985,16.8
430,5350207.0,CT,Toronto,0.67366,2605,1285,1181,780,2550,2545,865,2545,1655,2310,2310,1470,25,25,78.1,1180,3867.3,2600,670,515,515,780,540,1180,2295,2295,2295,1730,1180,35,40,35,90,90,75,45,60,23488,2600,515,490,18.8
431,5350208.0,CT,Toronto,1.29403,4172,2062,1981,1105,4125,4125,1895,4125,2395,3550,3550,1920,25,25,71.7,1980,3223.9,4150,1045,650,650,1205,965,1980,3515,3520,3520,2295,1980,55,65,170,135,115,100,75,60,19507,4150,1480,1220,29.4
